"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Mar 11 09:15:08 MSK 2025","Tue Mar 11 09:21:38 MSK 2025","389895","","test.DemoOrderTest","","test.DemoOrderTest","createBookInOnline","Создание книги в онлайн-редакторе",""
"broken","Tue Mar 11 09:11:25 MSK 2025","Tue Mar 11 09:15:08 MSK 2025","223005","","test.DemoOrderTest","","test.DemoOrderTest","calendOrderAuthorised","Заказ карманного календарика: авторизованный юзер",""
"failed","Tue Mar 11 09:08:19 MSK 2025","Tue Mar 11 09:11:25 MSK 2025","185999","","test.DemoOrderTest","","test.DemoOrderTest","posterOrderNotAuthorized","Заказ постера: неавторизованный юзер",""
"passed","Tue Mar 11 08:42:23 MSK 2025","Tue Mar 11 08:45:35 MSK 2025","192595","","test.DemoOrderTest","","test.DemoOrderTest","orderTopUpAccount","Пополнение лицевого счёта в личном кабинете",""
"broken","Tue Mar 11 09:21:38 MSK 2025","Tue Mar 11 09:26:47 MSK 2025","308536","","test.DemoOrderTest","","test.DemoOrderTest","uploadPhotoInAlbum","Загрузка фото в альбом",""
