"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 23 17:48:49 MSK 2025","Tue Dec 23 17:52:55 MSK 2025","245808","","test.DemoOrderTest","","test.DemoOrderTest","calendOrderAuthorised","Добавление в корзину карманного календарика",""
"passed","Tue Dec 23 17:43:12 MSK 2025","Tue Dec 23 17:45:08 MSK 2025","116836","","test.DemoOrderTest","","test.DemoOrderTest","cancelOrders","cancelOrders()",""
"passed","Tue Dec 23 17:52:55 MSK 2025","Tue Dec 23 17:57:43 MSK 2025","287700","","test.DemoOrderTest","","test.DemoOrderTest","createBookInOnline","Создание книги в онлайн-редакторе",""
"passed","Tue Dec 23 17:45:09 MSK 2025","Tue Dec 23 17:48:49 MSK 2025","220899","","test.DemoOrderTest","","test.DemoOrderTest","orderTopUpAccount","Пополнение лицевого счёта в личном кабинете",""
"broken","Tue Dec 23 17:54:02 MSK 2025","Tue Dec 23 17:57:57 MSK 2025","235056","","test.DemoOrderTest","","test.DemoOrderTest","uploadPhotoInAlbum","Загрузка фото в альбом",""
