"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Aug 11 16:56:12 MSK 2025","Mon Aug 11 16:56:12 MSK 2025","0","","test.DemoOrderTest","","test.DemoOrderTest","SVGOrder","Создание макета в SVG-редакторе",""
"passed","Mon Aug 11 16:54:45 MSK 2025","Mon Aug 11 16:55:36 MSK 2025","51772","","test.DemoOrderTest","","test.DemoOrderTest","orderByPaykeeper","Оплата Paykeeper QR",""
"passed","Mon Aug 11 16:52:28 MSK 2025","Mon Aug 11 16:53:17 MSK 2025","48136","","test.DemoOrderTest","","test.DemoOrderTest","calendOrderAuthorised","Добавление в корзину карманного календарика",""
"passed","Mon Aug 11 16:55:36 MSK 2025","Mon Aug 11 16:56:12 MSK 2025","35833","","test.DemoOrderTest","","test.DemoOrderTest","uploadPhotoInAlbum","Загрузка фото в альбом",""
"passed","Mon Aug 11 16:53:17 MSK 2025","Mon Aug 11 16:54:30 MSK 2025","73483","","test.DemoOrderTest","","test.DemoOrderTest","createBookInOnline","Создание книги в онлайн-редакторе",""
"passed","Mon Aug 11 16:52:08 MSK 2025","Mon Aug 11 16:52:28 MSK 2025","20384","","test.DemoOrderTest","","test.DemoOrderTest","orderTopUpAccount","Пополнение лицевого счёта в личном кабинете",""
"passed","Mon Aug 11 16:56:12 MSK 2025","Mon Aug 11 16:56:30 MSK 2025","18227","","test.DemoOrderTest","","test.DemoOrderTest","posterOrderNotAuthorized","Заказ постера: неавторизованный юзер",""
