"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Nov 30 18:55:42 MSK 2025","Sun Nov 30 18:55:42 MSK 2025","0","","test.DemoOrderTest","","test.DemoOrderTest","SVGOrder","Создание макета в SVG-редакторе",""
"passed","Sun Nov 30 18:51:10 MSK 2025","Sun Nov 30 18:53:39 MSK 2025","148392","","test.DemoOrderTest","","test.DemoOrderTest","orderByPaykeeper","Оплата Paykeeper QR",""
"passed","Sun Nov 30 18:44:52 MSK 2025","Sun Nov 30 18:47:05 MSK 2025","133392","","test.DemoOrderTest","","test.DemoOrderTest","calendOrderAuthorised","Добавление в корзину карманного календарика",""
"passed","Sun Nov 30 18:53:39 MSK 2025","Sun Nov 30 18:55:42 MSK 2025","123319","","test.DemoOrderTest","","test.DemoOrderTest","uploadPhotoInAlbum","Загрузка фото в альбом",""
"passed","Sun Nov 30 18:50:10 MSK 2025","Sun Nov 30 18:51:10 MSK 2025","60807","","test.DemoOrderTest","","test.DemoOrderTest","posterOrderNotAuthorized","Заказ постера: неавторизованный юзер",""
"passed","Sun Nov 30 18:47:05 MSK 2025","Sun Nov 30 18:50:10 MSK 2025","184287","","test.DemoOrderTest","","test.DemoOrderTest","createBookInOnline","Создание книги в онлайн-редакторе",""
"passed","Sun Nov 30 18:43:11 MSK 2025","Sun Nov 30 18:44:52 MSK 2025","100712","","test.DemoOrderTest","","test.DemoOrderTest","orderTopUpAccount","Пополнение лицевого счёта в личном кабинете",""
