"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Oct 11 00:44:57 MSK 2025","Sat Oct 11 00:44:57 MSK 2025","0","","test.DemoOrderTest","","test.DemoOrderTest","uploadPhotoInAlbum","Загрузка фото в альбом",""
"skipped","Sat Oct 11 00:44:57 MSK 2025","Sat Oct 11 00:44:57 MSK 2025","0","","test.DemoOrderTest","","test.DemoOrderTest","SVGOrder","Создание макета в SVG-редакторе",""
"skipped","Sat Oct 11 00:44:57 MSK 2025","Sat Oct 11 00:44:57 MSK 2025","0","","test.DemoOrderTest","","test.DemoOrderTest","orderByPaykeeper","Оплата Paykeeper QR",""
"passed","Sat Oct 11 00:43:10 MSK 2025","Sat Oct 11 00:43:35 MSK 2025","25138","","test.DemoOrderTest","","test.DemoOrderTest","orderTopUpAccount","Пополнение лицевого счёта в личном кабинете",""
"skipped","Sat Oct 11 00:44:42 MSK 2025","Sat Oct 11 00:44:42 MSK 2025","0","","test.DemoOrderTest","","test.DemoOrderTest","createBookInOnline","Создание книги в онлайн-редакторе",""
"failed","Sat Oct 11 00:44:57 MSK 2025","Sat Oct 11 00:45:40 MSK 2025","43638","","test.DemoOrderTest","","test.DemoOrderTest","calendOrderAuthorised","Добавление в корзину карманного календарика",""
"passed","Sat Oct 11 00:44:42 MSK 2025","Sat Oct 11 00:44:57 MSK 2025","14740","","test.DemoOrderTest","","test.DemoOrderTest","posterOrderNotAuthorized","Заказ постера: неавторизованный юзер",""
