"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 19 09:10:47 MSK 2025","Tue Aug 19 09:11:25 MSK 2025","37932","","test.DemoOrderTest","","test.DemoOrderTest","orderTopUpAccount","Пополнение лицевого счёта в личном кабинете",""
"passed","Tue Aug 19 09:11:25 MSK 2025","Tue Aug 19 09:12:26 MSK 2025","60157","","test.DemoOrderTest","","test.DemoOrderTest","calendOrderAuthorised","Добавление в корзину карманного календарика",""
"failed","Tue Aug 19 09:11:52 MSK 2025","Tue Aug 19 09:13:08 MSK 2025","76566","","test.DemoOrderTest","","test.DemoOrderTest","orderByPaykeeper","Оплата Paykeeper QR",""
"passed","Tue Aug 19 09:10:31 MSK 2025","Tue Aug 19 09:11:26 MSK 2025","55013","","test.DemoOrderTest","","test.DemoOrderTest","uploadPhotoInAlbum","Загрузка фото в альбом",""
"skipped","Tue Aug 19 09:11:26 MSK 2025","Tue Aug 19 09:11:26 MSK 2025","0","","test.DemoOrderTest","","test.DemoOrderTest","SVGOrder","Создание макета в SVG-редакторе",""
